Sum of Value,Column Labels,,,,,ID,Longitude,Latitude,# Unique Weather Stations,Longitude Instance,Latitude Instance,,,,,,,,
ASN00014816,34,0,0,34,,ASN00014639,-15.9179,132.3831,,-15.7372,131.5345,,,,,,,,
ASN00014825,538,411,218,1167,,ASN00014648,-14.134,133.1094,,-16.403,131.0145,,,,,,,,
ASN00014828,10,0,0,10,,ASN00014650,-14.9147,133.127,,-16.3896,131.5573,,,,,,,,
ASN00014829,0,425,279,704,,ASN00014651,-13.8269,133.3277,,-18.3325,130.6358,,,,,,,,
ASN00014830,0,0,0,0,,ASN00014652,-14.5264,132.8006,,-17.5966,131.5444,,,,,,,,
ASN00014847,0,0,0,0,,ASN00014653,-14.2573,133.5942,,-16.1176,130.9558,,,,,,,,
ASN00014854,18,0,0,18,,ASN00014654,-14.3295,133.1176,,-17.8581,130.8841,,,,,,,,
ASN00014856,50,0,0,50,,ASN00014703,-15.7426,136.8192,,-18.3902,129.4299,,,,,,,,
ASN00014866,0,0,0,0,,ASN00014704,-16.4423,136.076,,-17.6129,130.0713,,,,,,,,
ASN00014867,4,0,0,4,,ASN00014705,-17.2314,137.3308,,-16.9567,130.5675,,,,,,,,
ASN00014901,0,388,272,660,,ASN00014723,-16.0757,136.3041,,-13.8345,131.1872,,,,,,,,
ASN00014906,0,0,0,0,,ASN00014729,-15.6293,136.3881,,-14.2,130.9,,,,,,,,
ASN00014909,12,368,261,641,,ASN00014730,-14.1055,133.3422,,-13.3275,133.0861,,,,,,,,
ASN00014913,0,0,0,0,,ASN00014806,-16.4155,132.0857,,-13.7447,130.4935,,,,,,,,
ASN00014932,2,393,268,663,,ASN00014816,-15.7372,131.5345,,-14.5229,132.3826,,,,,,,,
ASN00014947,0,0,0,0,,ASN00014825,-16.403,131.0145,,-14.0106,132.2084,,,,,,,,
ASN00014948,0,362,275,637,,ASN00014828,-16.3896,131.5573,,-14.2495,129.5282,,,,,,,,
ASN00014949,192,408,249,849,,ASN00014829,-18.3325,130.6358,,-15.7442,131.9182,,,,,,,,
ASN00014950,0,0,0,0,,ASN00014830,-17.5966,131.5444,,-14.1243,132.6378,,,,,,,,
ASN00014954,0,409,282,691,,ASN00014847,-16.1176,130.9558,,-14.9408,130.8092,,,,,,,,
ASN00014955,6,0,0,6,,ASN00014854,-17.8581,130.8841,,-14.3202,132.4226,,,,,,,,
ASN00014962,0,0,0,0,,ASN00014856,-18.3902,129.4299,,-14.254,132.7357,,,,,,,,
ASN00014965,0,0,0,0,,ASN00014866,-17.6129,130.0713,,-14.1882,132.3961,,,,,,,,
ASN00014966,4,0,0,4,,ASN00014867,-16.9567,130.5675,,-14.3148,132.4248,,,,,,,,
ASN00014970,0,0,0,0,,ASN00014901,-13.8345,131.1872,,-14.1084,132.9004,,,,,,,,
ASN00015015,0,0,0,0,,ASN00014906,-14.2,130.9,,-18.4336,133.8774,,,,,,,,
ASN00015131,0,440,273,713,,ASN00014909,-13.3275,133.0861,,-17.5521,133.5407,,,,,,,,
ASN00015135,0,414,284,698,,ASN00014913,-13.7447,130.4935,,-19.6423,134.1833,,,,,,,,
ASN00015139,0,0,0,0,,ASN00014932,-14.5229,132.3826,,-19.933,134.3548,,,,,,,,
ASN00015511,0,398,226,624,,ASN00014947,-14.0106,132.2084,,-25.3139,131.7571,,,,,,,,
ASN00015590,0,373,166,539,,ASN00014948,-14.2495,129.5282,,-23.7951,133.889,,,,,,,,
ASN00015594,0,0,240,240,,ASN00014949,-15.7442,131.9182,,-23.4564,134.6849,,,,,,,,
ASN00015602,0,397,218,615,,ASN00014950,-14.1243,132.6378,,-22.9494,136.1442,,,,,,,,
ASN00015611,0,0,0,0,,ASN00014954,-14.9408,130.8092,,-22.7228,131.1685,,,,,,,,
ASN00015635,0,388,260,648,,ASN00014955,-14.3202,132.4226,,-25.1896,130.9737,,,,,,,,
ASN00015643,0,396,187,583,,ASN00014962,-14.254,132.7357,,-22.4518,133.6377,,,,,,,,
ASN00015652,0,0,0,0,,ASN00014965,-14.1882,132.3961,,-24.2914,131.5488,,,,,,,,
ASN00015664,0,387,305,692,,ASN00014966,-14.3148,132.4248,,-23.27,129.38,,,,,,,,
ASN00015666,0,416,294,710,,ASN00014970,-14.1084,132.9004,,-20.1824,130.0148,,,,,,,,
ASN00016001,0,335,187,522,,ASN00015015,-18.4336,133.8774,,-31.1558,136.8054,,,,,,,,
ASN00016065,0,342,212,554,,ASN00015131,-17.5521,133.5407,,-30.449,137.1692,,,,,,,,
ASN00016067,0,330,0,330,,ASN00015135,-19.6423,134.1833,,-32.4398,136.0671,,,,,,,,
ASN00016090,0,363,222,585,,ASN00015139,-19.933,134.3548,,-29.0347,134.7222,,,,,,,,
ASN00016096,0,349,184,533,,ASN00015511,-25.3139,131.7571,,-30.4829,136.8772,,,,,,,,
ASN00016097,0,370,214,584,,ASN00015590,-23.7951,133.889,,-26.2635,132.1771,,,,,,,,
ASN00016098,0,357,177,534,,ASN00015594,-23.4564,134.6849,,-30.7051,134.5786,,,,,,,,
ASN00017014,0,0,0,0,,ASN00015602,-22.9494,136.1442,,-31.0939,138.6786,,,,,,,,
ASN00017043,0,372,210,582,,ASN00015611,-22.7228,131.1685,,-27.5553,135.4456,,,,,,,,
ASN00017055,0,0,0,0,,ASN00015635,-25.1896,130.9737,,-30.0213,138.0424,,,,,,,,
ASN00017098,0,0,0,0,,ASN00015643,-22.4518,133.6377,,-31.1881,138.2785,,,,,,,,
ASN00017099,0,339,181,520,,ASN00015652,-24.2914,131.5488,,-30.311,139.3357,,,,,,,,
ASN00017110,0,347,167,514,,ASN00015664,-23.27,129.38,,-30.5963,138.4219,,,,,,,,
ASN00017119,0,0,0,0,,ASN00015666,-20.1824,130.0148,,-30.8406,138.3224,,,,,,,,
ASN00017123,0,384,226,610,,ASN00016001,-31.1558,136.8054,,-28.0997,140.1956,,,,,,,,
ASN00017126,0,363,188,551,,ASN00016065,-30.449,137.1692,,-29.6587,138.0684,,,,,,,,
ASN00018012,0,271,150,421,,ASN00016067,-32.4398,136.0671,,-32.1297,133.6976,,,,,,,,
ASN00018014,0,249,188,437,,ASN00016090,-29.0347,134.7222,,-33.7011,136.4937,,,,,,,,
ASN00018019,0,0,0,0,,ASN00016096,-30.4829,136.8772,,-34.3853,135.4697,,,,,,,,
ASN00018044,0,321,139,460,,ASN00016097,-26.2635,132.1771,,-33.1332,135.5552,,,,,,,,
ASN00018046,0,0,0,0,,ASN00016098,-30.7051,134.5786,,-33.5679,135.7571,,,,,,,,
ASN00018063,0,0,0,0,,ASN00017014,-31.0939,138.6786,,-31.932,133.0056,,,,,,,,
ASN00018069,0,0,136,136,,ASN00017043,-27.5553,135.4456,,-33.6501,134.888,,,,,,,,
ASN00018079,0,266,92,358,,ASN00017055,-30.0213,138.0424,,-32.7963,134.2116,,,,,,,,
ASN00018083,0,318,140,458,,ASN00017098,-31.1881,138.2785,,-33.043,135.4519,,,,,,,,
ASN00018106,0,263,169,432,,ASN00017099,-30.311,139.3357,,-31.4492,130.8976,,,,,,,,
ASN00018115,0,197,149,346,,ASN00017110,-30.5963,138.4219,,-35.3365,136.1174,,,,,,,,
ASN00018116,0,250,132,382,,ASN00017119,-30.8406,138.3224,,-33.7081,136.5026,,,,,,,,
ASN00018120,0,263,158,421,,ASN00017123,-28.0997,140.1956,,-33.0539,137.5205,,,,,,,,
ASN00018137,0,0,0,0,,ASN00017126,-29.6587,138.0684,,-34.8344,135.6975,,,,,,,,
ASN00018176,0,0,0,0,,ASN00018012,-32.1297,133.6976,,-33.3416,136.7518,,,,,,,,
ASN00018192,0,226,149,375,,ASN00018014,-33.7011,136.4937,,-34.5993,135.8784,,,,,,,,
ASN00018195,0,310,141,451,,ASN00018019,-34.3853,135.4697,,-32.8427,135.1515,,,,,,,,
ASN00018201,0,324,153,477,,ASN00018024,-33.4678,136.2113,,-32.5091,137.7144,,,,,,,,
ASN00019017,0,0,179,179,,ASN00018044,-33.1332,135.5552,,-31.8846,138.435,,,,,,,,
ASN00019038,0,0,0,0,,ASN00018046,-33.5679,135.7571,,-32.3538,138.0371,,,,,,,,
ASN00019062,0,310,135,445,,ASN00018063,-31.932,133.0056,,-33.0287,138.7489,,,,,,,,
ASN00020028,0,335,120,455,,ASN00018069,-33.6501,134.888,,-33.7622,140.1251,,,,,,,,
ASN00020062,0,321,122,443,,ASN00018079,-32.7963,134.2116,,-32.5707,139.5645,,,,,,,,
ASN00021007,0,0,0,0,,ASN00018083,-33.043,135.4519,,-33.6947,138.4057,,,,,,,,
ASN00021016,0,0,0,0,,ASN00018106,-31.4492,130.8976,,-33.353,138.2057,,,,,,,,
ASN00021031,0,0,0,0,,ASN00018115,-35.3365,136.1174,,-33.1851,138.3001,,,,,,,,
ASN00021054,0,0,0,0,,ASN00018116,-33.7081,136.5026,,-33.9606,138.6446,,,,,,,,
ASN00021062,0,0,0,0,,ASN00018120,-33.0539,137.5205,,-33.3041,138.7553,,,,,,,,
ASN00021063,0,0,0,0,,ASN00018137,-34.8344,135.6975,,-34.1564,138.1827,,,,,,,,
ASN00021127,0,0,0,0,,ASN00018176,-33.3416,136.7518,,-33.8828,138.6389,,,,,,,,
ASN00021130,0,0,0,0,,ASN00018192,-34.5993,135.8784,,-34.1002,138.631,,,,,,,,
ASN00021131,0,290,147,437,,ASN00018195,-32.8427,135.1515,,-33.8226,138.5933,,,,,,,,
ASN00021133,0,315,89,404,,ASN00018201,-32.5091,137.7144,,-33.7676,138.2182,,,,,,,,
ASN00022008,0,0,0,0,,ASN00019017,-31.8846,138.435,,-34.3745,137.6733,,,,,,,,
ASN00022014,0,0,0,0,,ASN00019038,-32.3538,138.0371,,-34.7785,137.8579,,,,,,,,
ASN00022015,0,0,0,0,,ASN00019062,-33.0287,138.7489,,-34.2971,138.0014,,,,,,,,
ASN00022017,0,0,0,0,,ASN00020028,-33.7622,140.1251,,-34.9122,137.7977,,,,,,,,
ASN00022031,0,284,138,422,,ASN00020062,-32.5707,139.5645,,-34.748,137.5276,,,,,,,,
ASN00022046,0,217,154,371,,ASN00021007,-33.6947,138.4057,,-35.1121,137.7395,,,,,,,,
ASN00022049,0,224,148,372,,ASN00021016,-33.353,138.2057,,-35.2795,136.9392,,,,,,,,
ASN00022050,0,280,143,423,,ASN00021031,-33.1851,138.3001,,-33.9703,137.6628,,,,,,,,
ASN00022054,0,0,0,0,,ASN00021054,-33.9606,138.6446,,-34.5552,137.8581,,,,,,,,
ASN00022055,0,0,0,0,,ASN00021062,-33.3041,138.7553,,-34.6492,137.7272,,,,,,,,
ASN00022056,0,0,0,0,,ASN00021063,-34.1564,138.1827,,-34.402,137.7185,,,,,,,,
ASN00022803,0,188,144,332,,ASN00021127,-33.8828,138.6389,,-35.8426,138.1327,,,,,,,,
ASN00022817,0,0,0,0,,ASN00021130,-34.1002,138.631,,-35.951,136.7391,,,,,,,,
ASN00022823,0,222,126,348,,ASN00021131,-33.8226,138.5933,,-35.7549,136.5959,,,,,,,,
ASN00022835,0,0,0,0,,ASN00021133,-33.7676,138.2182,,-35.734,137.1212,,,,,,,,
ASN00022841,0,220,128,348,,ASN00022008,-34.3745,137.6733,,-35.7114,137.5231,,,,,,,,
ASN00023000,0,279,134,413,,ASN00022014,-34.7785,137.8579,,-34.9254,138.5869,,,,,,,,
ASN00023005,0,0,0,0,,ASN00022015,-34.2971,138.0014,,-34.9464,138.6519,,,,,,,,
ASN00023013,0,298,116,414,,ASN00022017,-34.9122,137.7977,,-34.7977,138.6281,,,,,,,,
ASN00023034,0,275,130,405,,ASN00022018,-34.9906,137.3995,,-34.9524,138.5204,,,,,,,,
ASN00023042,0,0,0,0,,ASN00022023,-35.0203,137.6064,,-34.9387,138.6607,,,,,,,,
ASN00023043,0,0,0,0,,ASN00022031,-34.748,137.5276,,-34.7607,138.6311,,,,,,,,
ASN00023055,0,0,0,0,,ASN00022046,-35.1121,137.7395,,-34.9552,138.5356,,,,,,,,
ASN00023076,0,0,0,0,,ASN00022049,-35.2795,136.9392,,-34.432,138.2587,,,,,,,,
ASN00023083,0,294,125,419,,ASN00022050,-33.9703,137.6628,,-34.7111,138.6222,,,,,,,,
ASN00023085,0,0,0,0,,ASN00022054,-34.5552,137.8581,,-34.9222,138.6805,,,,,,,,
ASN00023096,0,0,0,0,,ASN00022055,-34.6492,137.7272,,-34.8564,138.6844,,,,,,,,
ASN00023101,0,0,0,0,,ASN00022056,-34.402,137.7185,,-34.8925,138.6422,,,,,,,,
ASN00023105,0,0,0,0,,ASN00022803,-35.8426,138.1327,,-34.9808,138.621,,,,,,,,
ASN00023108,0,0,0,0,,ASN00022817,-35.951,136.7391,,-35.0495,138.7259,,,,,,,,
ASN00023114,0,0,0,0,,ASN00022823,-35.7549,136.5959,,-34.9542,138.6586,,,,,,,,
ASN00023115,0,0,0,0,,ASN00022835,-35.734,137.1212,,-34.9473,138.5827,,,,,,,,
ASN00023122,0,315,114,429,,ASN00022841,-35.7114,137.5231,,-34.5106,138.6763,,,,,,,,
ASN00023128,0,0,0,0,,ASN00023000,-34.9254,138.5869,,-34.2015,138.597,,,,,,,,
ASN00023129,0,0,0,0,,ASN00023005,-34.9464,138.6519,,-34.4611,138.5581,,,,,,,,
ASN00023133,0,0,0,0,,ASN00023013,-34.7977,138.6281,,-34.8694,138.6359,,,,,,,,
ASN00023134,0,0,0,0,,ASN00023034,-34.9524,138.5204,,-34.8516,138.5861,,,,,,,,
ASN00023135,0,0,0,0,,ASN00023042,-34.9387,138.6607,,-34.3741,138.6567,,,,,,,,
ASN00023314,0,0,0,0,,ASN00023043,-34.7607,138.6311,,-34.158,138.7483,,,,,,,,
ASN00023318,0,0,0,0,,ASN00023055,-34.9552,138.5356,,-34.5169,138.9598,,,,,,,,
ASN00023348,0,0,0,0,,ASN00023076,-34.432,138.2587,,-34.5103,138.835,,,,,,,,
ASN00023349,0,0,0,0,,ASN00023083,-34.7111,138.6222,,-34.0936,138.7952,,,,,,,,
ASN00023357,0,0,0,0,,ASN00023085,-34.9222,138.6805,,-34.4709,138.9991,,,,,,,,
ASN00023369,0,0,0,0,,ASN00023096,-34.8564,138.6844,,-34.4557,138.9222,,,,,,,,
ASN00023372,0,0,0,0,,ASN00023101,-34.8925,138.6422,,-34.4534,139.0638,,,,,,,,
ASN00023373,0,292,137,429,,ASN00023105,-34.9808,138.621,,-34.4761,139.0056,,,,,,,,
ASN00023374,0,0,0,0,,ASN00023108,-35.0495,138.7259,,-34.2523,139.0183,,,,,,,,
ASN00023705,0,0,0,0,,ASN00023114,-34.9542,138.6586,,-34.8148,138.9474,,,,,,,,
ASN00023714,0,0,0,0,,ASN00023115,-34.9473,138.5827,,-35.3736,138.806,,,,,,,,
ASN00023719,0,0,0,0,,ASN00023122,-34.5106,138.6763,,-34.8237,138.8859,,,,,,,,
ASN00023720,0,0,0,0,,ASN00023128,-34.2015,138.597,,-35.0303,138.8148,,,,,,,,
ASN00023721,0,0,0,0,,ASN00023129,-34.4611,138.5581,,-35.0608,138.5647,,,,,,,,
ASN00023723,0,0,0,0,,ASN00023133,-34.8694,138.6359,,-35.4935,138.4575,,,,,,,,
ASN00023731,0,0,0,0,,ASN00023134,-34.8516,138.5861,,-34.8331,138.8215,,,,,,,,
ASN00023732,0,0,0,0,,ASN00023135,-34.3741,138.6567,,-35.1351,138.5274,,,,,,,,
ASN00023733,0,268,94,362,,ASN00023314,-34.158,138.7483,,-35.0639,138.8509,,,,,,,,
ASN00023734,0,0,0,0,,ASN00023318,-34.5169,138.9598,,-35.1213,138.6769,,,,,,,,
ASN00023752,0,0,0,0,,ASN00023348,-34.5103,138.835,,-34.6717,138.8885,,,,,,,,
ASN00023754,0,0,0,0,,ASN00023349,-34.0936,138.7952,,-35.458,138.35,,,,,,,,
ASN00023787,0,0,0,0,,ASN00023357,-34.4709,138.9991,,-35.0247,138.8578,,,,,,,,
ASN00023799,0,0,0,0,,ASN00023369,-34.4557,138.9222,,-35.2183,138.7342,,,,,,,,
ASN00023801,0,0,0,0,,ASN00023372,-34.4534,139.0638,,-34.9482,138.8071,,,,,,,,
ASN00023803,0,0,0,0,,ASN00023373,-34.4761,139.0056,,-34.9423,138.727,,,,,,,,
ASN00023804,0,200,99,299,,ASN00023374,-34.2523,139.0183,,-35.5544,138.5997,,,,,,,,
ASN00023817,0,0,0,0,,ASN00023705,-34.8148,138.9474,,-35.0221,138.7344,,,,,,,,
ASN00023825,0,0,0,0,,ASN00023714,-35.3736,138.806,,-35.5288,138.8067,,,,,,,,
ASN00023842,0,252,93,345,,ASN00023719,-34.8237,138.8859,,-34.9784,138.7088,,,,,,,,
ASN00023846,0,0,0,0,,ASN00023720,-35.0303,138.8148,,-35.0028,138.6635,,,,,,,,
ASN00023858,0,0,0,0,,ASN00023721,-35.0608,138.5647,,-34.763,138.7765,,,,,,,,
ASN00023860,0,0,0,0,,ASN00023723,-35.4935,138.4575,,-34.9499,138.6866,,,,,,,,
ASN00023862,0,0,0,0,,ASN00023731,-34.8331,138.8215,,-34.9121,138.873,,,,,,,,
ASN00023865,0,0,0,0,,ASN00023732,-35.1351,138.5274,,-34.8944,138.8099,,,,,,,,
ASN00023866,0,0,0,0,,ASN00023733,-35.0639,138.8509,,-35.0068,138.8033,,,,,,,,
ASN00023867,0,0,0,0,,ASN00023734,-35.1213,138.6769,,-34.9342,138.7467,,,,,,,,
ASN00023873,0,0,0,0,,ASN00023752,-34.6717,138.8885,,-34.9913,138.6937,,,,,,,,
ASN00023875,2,226,115,343,,ASN00023754,-35.458,138.35,,-35.5695,138.2864,,,,,,,,
ASN00023877,0,0,0,0,,ASN00023787,-35.0247,138.8578,,-34.7863,138.8651,,,,,,,,
ASN00023878,0,263,117,380,,ASN00023799,-35.2183,138.7342,,-34.7253,138.9273,,,,,,,,
ASN00023880,0,0,0,0,,ASN00023801,-34.9482,138.8071,,-34.7595,138.9341,,,,,,,,
ASN00023881,0,0,0,0,,ASN00023803,-34.9423,138.727,,-34.7742,139.0062,,,,,,,,
ASN00023882,0,0,0,0,,ASN00023804,-35.5544,138.5997,,-34.8713,138.9058,,,,,,,,
ASN00023885,0,284,146,430,,ASN00023817,-35.0221,138.7344,,-35.1586,138.5057,,,,,,,,
ASN00023887,0,252,112,364,,ASN00023825,-35.5288,138.8067,,-35.1712,138.6783,,,,,,,,
ASN00023890,0,0,0,0,,ASN00023842,-34.9784,138.7088,,-35.0012,138.62,,,,,,,,
ASN00023891,0,0,0,0,,ASN00023846,-35.0028,138.6635,,-34.9847,138.7404,,,,,,,,
ASN00023892,0,0,0,0,,ASN00023858,-34.763,138.7765,,-34.8856,138.7562,,,,,,,,
ASN00023894,0,202,140,342,,ASN00023860,-34.9499,138.6866,,-35.5194,138.8177,,,,,,,,
ASN00023896,0,0,0,0,,ASN00023862,-34.9121,138.873,,-34.8757,138.7103,,,,,,,,
ASN00023905,0,0,0,0,,ASN00023865,-34.8944,138.8099,,-34.9695,138.741,,,,,,,,
ASN00023910,0,0,0,0,,ASN00023866,-35.0068,138.8033,,-35.1296,138.6819,,,,,,,,
ASN00023911,0,0,0,0,,ASN00023867,-34.9342,138.7467,,-35.0632,138.7636,,,,,,,,
ASN00023916,0,0,0,0,,ASN00023873,-34.9913,138.6937,,-35.0302,138.5878,,,,,,,,
ASN00024008,0,0,0,0,,ASN00023875,-35.5695,138.2864,,-34.2579,140.6478,,,,,,,,
ASN00024024,0,332,131,463,,ASN00023877,-34.7863,138.8651,,-34.439,140.5978,,,,,,,,
ASN00024048,0,340,130,470,,ASN00023878,-34.7253,138.9273,,-34.1983,140.6766,,,,,,,,
ASN00024504,0,0,0,0,,ASN00023880,-34.7595,138.9341,,-34.1233,139.3509,,,,,,,,
ASN00024508,0,0,0,0,,ASN00023881,-34.7742,139.0062,,-35.125,139.0433,,,,,,,,
ASN00024511,0,279,135,414,,ASN00023882,-34.8713,138.9058,,-34.1754,139.0847,,,,,,,,
ASN00024518,0,244,113,357,,ASN00023885,-35.1586,138.5057,,-35.6902,139.3375,,,,,,,,
ASN00024521,0,298,135,433,,ASN00023887,-35.1712,138.6783,,-35.1234,139.2592,,,,,,,,
ASN00024525,0,0,0,0,,ASN00023890,-35.0012,138.62,,-34.853,139.1607,,,,,,,,
ASN00024530,0,0,0,0,,ASN00023891,-34.9847,138.7404,,-34.4584,139.3597,,,,,,,,
ASN00024536,0,0,0,0,,ASN00023892,-34.8856,138.7562,,-35.2546,139.4542,,,,,,,,
ASN00024564,0,0,0,0,,ASN00023894,-35.5194,138.8177,,-34.3515,139.6153,,,,,,,,
ASN00024573,0,0,0,0,,ASN00023896,-34.8757,138.7103,,-34.4085,139.1274,,,,,,,,
ASN00024575,0,0,0,0,,ASN00023905,-34.9695,138.741,,-34.5444,139.193,,,,,,,,
ASN00024578,0,0,0,0,,ASN00023910,-35.1296,138.6819,,-34.0647,139.6605,,,,,,,,
ASN00024579,0,0,0,0,,ASN00023911,-35.0632,138.7636,,-34.8788,138.974,,,,,,,,
ASN00024580,0,272,114,386,,ASN00023916,-35.0302,138.5878,,-35.2836,138.8934,,,,,,,,
ASN00024583,0,0,0,0,,ASN00024008,-34.2579,140.6478,,-34.9472,138.9261,,,,,,,,
ASN00024584,0,288,126,414,,ASN00024024,-34.439,140.5978,,-35.065,139.2273,,,,,,,,
ASN00024585,0,0,0,0,,ASN00024048,-34.1983,140.6766,,-34.5079,139.5306,,,,,,,,
ASN00024586,0,0,0,0,,ASN00024504,-34.1233,139.3509,,-34.1308,139.4233,,,,,,,,
ASN00025006,0,0,116,116,,ASN00024508,-35.125,139.0433,,-35.09,139.8972,,,,,,,,
ASN00025014,0,0,0,0,,ASN00024511,-34.1754,139.0847,,-34.7169,140.7352,,,,,,,,
ASN00025507,0,312,120,432,,ASN00024518,-35.6902,139.3375,,-36.098,140.3556,,,,,,,,
ASN00025557,0,317,105,422,,ASN00024519,-35.4068,138.9701,,-36.1058,140.3273,,,,,,,,
ASN00025562,0,316,123,439,,ASN00024521,-35.1234,139.2592,,-35.3778,140.5378,,,,,,,,
ASN00026021,0,257,92,349,,ASN00024525,-34.853,139.1607,,-37.7473,140.7739,,,,,,,,
ASN00026026,0,215,122,337,,ASN00024530,-34.4584,139.3597,,-37.1628,139.756,,,,,,,,
ASN00026091,0,270,116,386,,ASN00024531,-34.5719,139.2961,,-37.2906,140.8254,,,,,,,,
ASN00026095,0,226,114,340,,ASN00024536,-35.2546,139.4542,,-36.9655,139.7164,,,,,,,,
ASN00026099,0,289,99,388,,ASN00024564,-34.3515,139.6153,,-36.9813,140.727,,,,,,,,
ASN00026100,0,290,105,395,,ASN00024573,-34.4085,139.1274,,-36.6539,140.5212,,,,,,,,
ASN00026103,0,0,0,0,,ASN00024575,-34.5444,139.193,,-37.134,140.7273,,,,,,,,
ASN00026105,0,235,117,352,,ASN00024578,-34.0647,139.6605,,-37.1776,139.8054,,,,,,,,
ASN00027044,22,0,0,22,,ASN00024579,-34.8788,138.974,,-13.0658,142.4511,,,,,,,,
ASN00027045,0,371,250,621,,ASN00024580,-35.2836,138.8934,,-12.6778,141.9208,,,,,,,,
ASN00027054,0,351,270,621,,ASN00024583,-34.9472,138.9261,,-10.0511,143.0686,,,,,,,,
ASN00027058,0,326,272,598,,ASN00024584,-35.065,139.2273,,-10.5844,142.29,,,,,,,,
ASN00027061,0,0,0,0,,ASN00024585,-34.5079,139.5306,,-14.5181,142.0389,,,,,,,,
ASN00027063,0,0,0,0,,ASN00024586,-34.1308,139.4233,,-13.4381,142.9417,,,,,,,,
ASN00027073,0,353,241,594,,ASN00025006,-35.09,139.8972,,-13.7606,143.1183,,,,,,,,
ASN00027075,0,370,251,621,,ASN00025014,-34.7169,140.7352,,-12.6167,142.0869,,,,,,,,
ASN00028000,251,0,0,251,,ASN00025050,-34.6345,140.2432,,-15.5581,144.4453,,,,,,,,
ASN00028004,176,353,228,757,,ASN00025507,-36.098,140.3556,,-16.0008,144.0758,,,,,,,,
ASN00028008,0,328,232,560,,ASN00025557,-36.1058,140.3273,,-12.785,143.3047,,,,,,,,
ASN00029004,8,0,0,8,,ASN00025562,-35.3778,140.5378,,-17.7425,139.5475,,,,,,,,
ASN00029023,0,0,0,0,,ASN00026021,-37.7473,140.7739,,-18.8692,141.2069,,,,,,,,
ASN00029030,0,0,0,0,,ASN00026026,-37.1628,139.756,,-20.4247,141.4047,,,,,,,,
ASN00029034,0,0,0,0,,ASN00026091,-37.2906,140.8254,,-21.2719,141.2892,,,,,,,,
ASN00029037,0,0,0,0,,ASN00026095,-36.9655,139.7164,,-17.3297,141.8797,,,,,,,,
ASN00029038,26,362,250,638,,ASN00026099,-36.9813,140.727,,-15.4818,141.7483,,,,,,,,
ASN00029049,0,0,0,0,,ASN00026100,-36.6539,140.5212,,-20.4436,141.4553,,,,,,,,
ASN00029058,0,429,198,627,,ASN00026103,-37.134,140.7273,,-20.6672,141.7214,,,,,,,,
ASN00029061,0,0,0,0,,ASN00026105,-37.1776,139.8054,,-18.9511,138.0531,,,,,,,,
ASN00029063,128,370,230,728,,ASN00027044,-13.0658,142.4511,,-17.6872,141.0733,,,,,,,,
ASN00029069,0,0,0,0,,ASN00027045,-12.6778,141.9208,,-17.3383,138.2508,,,,,,,,
ASN00029077,0,395,267,662,,ASN00027054,-10.0511,143.0686,,-17.7483,139.5356,,,,,,,,
ASN00029092,0,0,0,0,,ASN00027058,-10.5844,142.29,,-19.8392,140.9336,,,,,,,,
ASN00029100,0,0,0,0,,ASN00027061,-14.5181,142.0389,,-18.6419,139.2516,,,,,,,,
ASN00029126,0,0,0,0,,ASN00027063,-13.4381,142.9417,,-20.7361,139.4817,,,,,,,,
ASN00029127,0,431,164,595,,ASN00027073,-13.7606,143.1183,,-20.6778,139.4875,,,,,,,,
ASN00029129,0,0,0,0,,ASN00027075,-12.6167,142.0869,,-21.215,140.2333,,,,,,,,
ASN00029131,0,0,0,0,,ASN00028000,-15.5581,144.4453,,-20.02,139.8433,,,,,,,,
ASN00029139,0,360,185,545,,ASN00028004,-16.0008,144.0758,,-17.1142,139.5981,,,,,,,,
ASN00029141,0,431,218,649,,ASN00028008,-12.785,143.3047,,-20.6664,140.505,,,,,,,,
ASN00029154,420,0,0,420,,ASN00029004,-17.7425,139.5475,,-18.4306,141.2686,,,,,,,,
ASN00029166,0,0,0,0,,ASN00029023,-18.8692,141.2069,,-18.9703,138.8033,,,,,,,,
ASN00029167,0,429,249,678,,ASN00029030,-20.4247,141.4047,,-18.7569,138.7056,,,,,,,,
ASN00030022,0,395,252,647,,ASN00029034,-21.2719,141.2892,,-20.8192,144.2333,,,,,,,,
ASN00030082,130,0,0,130,,ASN00029037,-17.3297,141.8797,,-19.7037,144.3775,,,,,,,,
ASN00030107,0,0,0,0,,ASN00029038,-15.4818,141.7483,,-18.8383,143.7086,,,,,,,,
ASN00030124,2,348,236,586,,ASN00029049,-20.4436,141.4553,,-18.3039,143.5306,,,,,,,,
ASN00030127,0,0,0,0,,ASN00029058,-20.6672,141.7214,,-20.9942,144.6433,,,,,,,,
ASN00030130,5,0,0,5,,ASN00029061,-18.9511,138.0531,,-19.89,145.6125,,,,,,,,
ASN00030144,0,0,0,0,,ASN00029063,-17.6872,141.0733,,-21.4014,142.6167,,,,,,,,
ASN00030158,0,0,0,0,,ASN00029069,-17.3383,138.2508,,-18.4564,143.2986,,,,,,,,
ASN00030161,0,411,241,652,,ASN00029077,-17.7483,139.5356,,-20.7017,143.1167,,,,,,,,
ASN00031011,0,332,263,595,,ASN00029092,-19.8392,140.9336,,-16.8736,145.7458,,,,,,,,
ASN00031036,0,0,0,0,,ASN00029100,-18.6419,139.2516,,-16.8178,145.6383,,,,,,,,
